price,postcode,total_square,rooms,floor,city,district,street_house
15200000,107392.0,41.4,1.0,18.0,Москва,Богородское район,улица Просторная_7
10700000,109651.0,39.0,1.0,10.0,Москва,Марьино район,Перерва_12
12568248,127495.0,55.0,2.0,10.0,Москва,Северный район,Новодачная_67
10384300,119530.0,42.0,2.0,14.0,Москва,Очаково-Матвеевское район,проезд Стройкомбината_1
10890000,140010.0,80.0,3.0,18.0,Люберцы,unknown,Наташинская_12
38028477,125167.0,47.6,2.0,37.0,Москва,Хорошёвский район,Ленинградский проспект_37
249799917,101000.0,486.0,6.0,3.0,Москва,Басманный район,Подсосенский переулок_3
14601001,127081.0,67.8,2.0,6.0,Москва,Южное Медведково район,Полярная_27
17100000,117321.0,54.4,2.0,11.0,Москва,Тёплый Стан район,Профсоюзная_128
110000000,121552.0,214.0,5.0,4.0,Москва,Крылатское район,Островной проезд_8
7200000,141401.0,32.3,1.0,6.0,Химки,unknown,Германа Титова_8
16401600,108818.0,80.4,3.0,4.0,Москва,Десёновское поселение,микрорайон Новые Ватутинки Центральные_9
28856100,117246.0,63.7,2.0,30.0,Москва,Черёмушки район,Херсонская_43
13750000,111123.0,56.9,3.0,2.0,Москва,Перово район,шоссе Энтузиастов_68
6999999,141730.0,41.0,1.0,2.0,Лобня,unknown,Ленина_19
18392100,117420.0,60.7,3.0,9.0,Москва,Черёмушки район,Намёткина_10
57049920,119361.0,130.0,4.0,42.0,Москва,Раменки район,улица Лобачевского_4
20900000,125130.0,40.0,1.0,4.0,Москва,Войковский район,Старопетровский проезд_8
9300000,140055.0,55.5,1.0,4.0,Котельники,unknown,2-й Покровский проезд_6
12800000,119619.0,38.0,1.0,19.0,Москва,Солнцево район,улица Производственная_4
8743128,117535.0,35.0,1.0,15.0,Москва,Чертаново Южное район,Газопровод_1
9000000,140013.0,54.0,2.0,13.0,Люберцы,unknown,Комсомольский проспект_10
202016839,119017.0,261.0,5.0,3.0,Москва,Якиманка район,Лаврушинский переулок_11
6400000,143909.0,35.0,1.0,9.0,Балашиха,unknown,Яганова_9
12387507,unknown,42.0,2.0,2.0,Москва,Сосенское поселение,ЖК Прокшино_6
8650000,141069.0,63.0,2.0,4.0,Королёв,unknown,Советская улица_47
33455445,125167.0,47.9,2.0,17.0,Москва,Хорошёвский район,Ленинградский проспект_37
17500000,127422.0,40.0,1.0,40.0,Москва,Тимирязевский район,Дмитровский проезд_1
7999999,107076.0,21.0,1.0,5.0,Москва,Богородское район,улица Краснобогатырская_75
15900000,115477.0,60.0,2.0,7.0,Москва,Царицыно район,Кантемировская улица_53
12800000,111677.0,58.1,2.0,22.0,Москва,Некрасовка район,улица Лавриненко_8
32000000,121352.0,62.0,1.0,18.0,Москва,Фили-Давыдково район,Давыдковская_18
13000000,143026.0,68.0,3.0,4.0,unknown,unknown,бульвар Эйнштейна_3
8802680,142715.0,35.9,1.0,10.0,unknown,unknown,посёлок Развилка_7
12328420,unknown,32.5,1.0,15.0,Москва,Сосенское поселение,ЖК Прокшино_5
14180000,127081.0,51.1,2.0,5.0,Москва,Южное Медведково район,Ясный проезд_18
4750000,143930.0,26.2,2.0,1.0,Балашиха,unknown,Школьная_9
6299000,141732.0,38.0,1.0,6.0,Лобня,unknown,Юности_1
10700000,141501.0,62.0,2.0,7.0,Химки,unknown,Молодёжная_64
24924000,125430.0,67.0,2.0,19.0,Москва,Митино район,Митинская улица_20
22500000,125315.0,59.0,2.0,8.0,Москва,Аэропорт район,Ленинградский проспект_78
21900000,125171.0,74.0,3.0,2.0,Москва,Войковский район,Космонавта Волкова_3
7300000,141065.0,40.3,1.0,1.0,Королёв,unknown,Горького_79
11000000,141008.0,62.0,2.0,14.0,Мытищи,unknown,проспект Астрахова_1
11746790,129343.0,25.0,1.0,19.0,Москва,Свиблово район,проезд Серебрякова_11
32800000,115432.0,103.5,3.0,3.0,Москва,Даниловский район,проспект Лихачёва_14
11000000,127486.0,30.4,1.0,2.0,Москва,Бескудниковский район,Коровинское шоссе_8
14213880,141070.0,87.74,3.0,16.0,Королёв,unknown,Калинина_11
26300000,123007.0,78.4,3.0,8.0,Москва,Хорошёвский район,улица Полины Осипенко_18
26672380,119421.0,63.4,2.0,38.0,Москва,Обручевский район,Академика Волгина_3
9500000,143441.0,44.0,2.0,8.0,unknown,unknown,Просторная улица_3
29748862,115054.0,55.9,2.0,25.0,Москва,Даниловский район,Дубининская_57
29700000,115184.0,43.5,2.0,2.0,Москва,Замоскворечье район,Большой Овчинниковский переулок_10
4950000,141143.0,41.0,2.0,2.0,unknown,unknown,Восточный микрорайон_1
14000000,143441.0,76.0,3.0,22.0,unknown,unknown,Сходненская_23
10500000,108851.0,60.0,3.0,3.0,Щербинка,Щербинка гор. округ,Юбилейная_12
18569050,107370.0,55.43,2.0,26.0,Москва,Богородское район,Открытое шоссе_14
6100000,141730.0,35.7,1.0,12.0,Лобня,unknown,Ленина_11
17900000,125565.0,38.0,1.0,16.0,Москва,Головинский район,Пулковская улица_2
36698524,121170.0,77.0,2.0,10.0,Москва,Дорогомилово район,Кутузовский проезд_16
31800000,119602.0,83.0,3.0,16.0,Москва,Тропарёво-Никулино район,Никулинская улица_6
8200000,143983.0,55.0,2.0,13.0,Балашиха,unknown,улица Граничная_26
92000000,115035.0,95.0,2.0,5.0,Москва,Замоскворечье район,Садовническая улица_42
14086000,121471.0,50.8,2.0,7.0,Москва,Можайский район,Гжатская_5
145000000,119192.0,194.0,4.0,3.0,Москва,Раменки район,Ломоносовский проспект_25
61899000,119192.0,114.0,3.0,3.0,Москва,Раменки район,Мосфильмовская_88
13000000,115280.0,36.3,1.0,7.0,Москва,Даниловский район,Ослябинский переулок_3
75000000,127051.0,150.8,3.0,5.0,Москва,Мещанский район,Трубная_1
10700000,111024.0,24.6,1.0,5.0,Москва,Лефортово район,проезд Невельского_1
13196700,127273.0,39.0,1.0,25.0,Москва,Отрадное район,Отрадная_4
15992158,108811.0,58.9,2.0,5.0,Москва,Московский поселение,22 километр Киевское шоссе_6
19500000,107113.0,71.0,2.0,4.0,Москва,Сокольники район,Рыбинская 2-я_13
13026200,127273.0,38.0,1.0,26.0,Москва,Отрадное район,Отрадная_4
11250000,108814.0,47.0,2.0,2.0,unknown,Сосенское поселение,Александры Монаховой улица_98
15279672,143082.0,56.84,2.0,11.0,unknown,unknown,Липовой Рощи_2
13500000,109444.0,39.0,2.0,6.0,Москва,Выхино-Жулебино район,Ташкентский переулок_5
7990000,143001.0,42.3,1.0,5.0,Одинцово,unknown,Чистяковой_58
22800000,141702.0,76.0,3.0,13.0,Долгопрудный,unknown,Парковая_50
93000000,119072.0,205.0,5.0,2.0,Москва,Якиманка район,улица Серафимовича_2
10700000,141410.0,50.1,2.0,1.0,Химки,unknown,Марии Рубцовой_3
10800000,117216.0,32.6,1.0,18.0,Москва,Северное Бутово район,Феодосийская улица_7
44239084,119192.0,83.0,2.0,9.0,Москва,Раменки район,Винницкая_8
33000000,121087.0,67.0,3.0,3.0,Москва,Филёвский парк район,Береговой проезд_3
6300000,143408.0,32.9,1.0,8.0,Красногорск,unknown,улица Карбышева_15
78700000,125167.0,138.0,4.0,30.0,Москва,Хорошёвский район,Ленинградский проспект_37
9459810,117420.0,27.0,1.0,4.0,Москва,Черёмушки район,Намёткина_10
12800000,127486.0,62.5,3.0,11.0,Москва,Западное Дегунино район,Дегунинская_13
4900000,141102.0,39.0,1.0,16.0,Щёлково,unknown,улица Строителей_8
8600000,109542.0,35.0,1.0,1.0,Москва,Выхино-Жулебино район,улица Хлобыстова_20
11700000,125502.0,34.0,1.0,8.0,Москва,Ховрино район,улица Петрозаводская_13
12500000,109548.0,58.1,3.0,6.0,Москва,Печатники район,Кухмистерова_13
16700000,125499.0,65.0,3.0,10.0,Москва,Головинский район,Лавочкина_4
29113740,125371.0,90.21,3.0,8.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_95
12200000,125183.0,44.9,2.0,2.0,Москва,Коптево район,улица Генерала Рычагова_13
27500000,119501.0,51.0,2.0,14.0,Москва,Очаково-Матвеевское район,Нежинская улица_5
59990000,117630.0,180.3,3.0,4.0,Москва,Обручевский район,Воронцовские Пруды_3
17950000,125212.0,41.0,1.0,26.0,Москва,Головинский район,Кронштадтский бульвар_6
28171100,119361.0,41.01,1.0,20.0,Москва,Раменки район,улица Лобачевского_114
124988377,119180.0,133.55,2.0,4.0,Москва,Якиманка район,2-й Хвостов переулок_8
17600000,143443.0,100.6,3.0,14.0,Красногорск,unknown,Игоря Мерлушкина_10
